Date,Open,High,Low,Close,Adj Close,Volume
2022-08-22,45.400001525878906,45.573333740234375,44.813331604003906,44.856666564941406,43.59184646606445,18667200
2022-08-23,44.869998931884766,44.98666763305664,44.4033317565918,44.66666793823242,43.407203674316406,16955100
2022-08-24,44.78333282470703,45.0966682434082,44.53333282470703,44.9900016784668,43.7214241027832,15766500
2022-08-25,45.09333419799805,45.33000183105469,45.0099983215332,45.290000915527344,44.012962341308594,19414500
2022-08-26,45.369998931884766,45.61000061035156,43.836666107177734,43.866668701171875,42.6297607421875,21331800
2022-08-29,43.61000061035156,44.62333297729492,43.529998779296875,44.293331146240234,43.044395446777344,17381700
2022-08-30,44.4466667175293,44.54999923706055,43.913333892822266,44.15999984741211,42.914825439453125,14468100
2022-08-31,44.2599983215332,44.5966682434082,43.97666549682617,44.18333435058594,42.937496185302734,22460700
2022-09-01,44.18000030517578,45.04666519165039,44.133331298828125,44.82666778564453,43.56269073486328,21741900
2022-09-02,44.95000076293945,45.223331451416016,44.14666748046875,44.33333206176758,43.08327102661133,17234400
2022-09-06,44.349998474121094,44.540000915527344,43.573333740234375,44.11333465576172,42.869476318359375,21899700
2022-09-07,44.35333251953125,45.323333740234375,44.246665954589844,45.246665954589844,43.97084426879883,17058900
2022-09-08,45.133331298828125,45.62333297729492,44.959999084472656,45.47666549682617,44.194366455078125,16956000
2022-09-09,45.43333435058594,45.83333206176758,45.37666702270508,45.61333465576172,44.32717514038086,16140600
2022-09-12,45.69333267211914,46.08333206176758,45.65666580200195,46.02333450317383,44.725616455078125,14284500
2022-09-13,45.619998931884766,45.983333587646484,44.936668395996094,45.073333740234375,43.802406311035156,17687400
2022-09-14,45.209999084472656,45.5099983215332,44.70000076293945,44.973331451416016,43.70522689819336,19934700
2022-09-15,45.016666412353516,45.04999923706055,44.323333740234375,44.4900016784668,43.23552322387695,20189400
2022-09-16,44.0,44.849998474121094,43.7599983215332,44.39666748046875,43.14482116699219,41874300
2022-09-19,44.27333450317383,44.91999816894531,44.15666580200195,44.776668548583984,43.51409912109375,16853100
2022-09-20,44.49333190917969,44.62666702270508,44.18000030517578,44.516666412353516,43.26143264770508,13963500
2022-09-21,45.14666748046875,45.81666564941406,44.87333297729492,44.92333221435547,43.65663528442383,24903600
2022-09-22,44.856666564941406,44.90666580200195,44.279998779296875,44.46333312988281,43.209598541259766,16744500
2022-09-23,44.290000915527344,44.393333435058594,42.92333221435547,43.35333251953125,42.130897521972656,27195300
2022-09-26,42.91666793823242,44.04666519165039,42.75666809082031,43.77000045776367,42.53582000732422,23011200
2022-09-27,44.07666778564453,44.47666549682617,43.43333435058594,43.650001525878906,42.41920471191406,17171700
2022-09-28,43.8033332824707,44.54999923706055,43.2400016784668,44.369998931884766,43.118896484375,16838400
2022-09-29,44.5,44.706668853759766,43.87666702270508,44.08333206176758,42.8403205871582,15241500
2022-09-30,44.08000183105469,44.119998931884766,43.233333587646484,43.233333587646484,42.014286041259766,19602300
2022-10-03,43.413333892822266,44.26333236694336,43.336666107177734,44.176666259765625,42.93101501464844,17574900
2022-10-04,44.619998931884766,45.06666564941406,44.456668853759766,44.75,43.488182067871094,16134300
2022-10-05,44.586666107177734,44.87333297729492,44.16999816894531,44.30666732788086,43.05735778808594,14553900
2022-10-06,44.36000061035156,44.82666778564453,43.86000061035156,43.893333435058594,42.655677795410156,14200500
2022-10-07,43.77000045776367,43.883331298828125,42.689998626708984,42.85333251953125,41.64500427246094,17080500
2022-10-10,43.176666259765625,43.310001373291016,42.7599983215332,43.106666564941406,41.89119338989258,11411700
2022-10-11,43.16999816894531,44.599998474121094,43.1533317565918,44.223331451416016,42.97637176513672,21276000
2022-10-12,44.336666107177734,44.92333221435547,43.65666580200195,43.723331451416016,42.4904670715332,16947600
2022-10-13,43.09333419799805,44.313331604003906,42.790000915527344,44.09333419799805,42.850040435791016,20545500
2022-10-14,44.14666748046875,44.40666580200195,43.349998474121094,43.47666549682617,42.25075912475586,16641000
2022-10-17,43.6533317565918,44.276668548583984,43.529998779296875,43.790000915527344,42.55525207519531,17812500
2022-10-18,44.47666549682617,45.03333282470703,44.44333267211914,44.71333312988281,43.452552795410156,16842300
2022-10-19,44.776668548583984,44.90999984741211,44.323333740234375,44.586666107177734,43.32946014404297,11339400
2022-10-20,44.65999984741211,45.133331298828125,44.54999923706055,44.6966667175293,43.43635559082031,12754800
2022-10-21,44.936668395996094,45.8033332824707,44.66666793823242,45.599998474121094,44.314212799072266,18134700
2022-10-24,45.81666564941406,46.82666778564453,45.709999084472656,46.470001220703125,45.15968704223633,18806700
2022-10-25,46.36333465576172,46.813331604003906,46.106666564941406,46.689998626708984,45.37348175048828,15051300
2022-10-26,46.78666687011719,47.3466682434082,46.606666564941406,47.04666519165039,45.7200927734375,20754300
2022-10-27,47.003334045410156,47.366668701171875,46.76333236694336,46.90999984741211,45.587276458740234,16602900
